seed,method,metric,value
1,full_fm_param_matched,mmd2,0.0031406043927486584
2,full_fm_param_matched,mmd2,0.0011716781434754089
3,full_fm_param_matched,mmd2,0.00281458015126268
4,full_fm_param_matched,mmd2,0.003977551518736578
0,full_fm_param_matched,energy,0.012910020639258057
1,full_fm_param_matched,energy,0.012848851179884102
2,full_fm_param_matched,energy,0.006796984944505091
3,full_fm_param_matched,energy,0.012892175125174488
4,full_fm_param_matched,energy,0.017808540458774002
0,full_fm_param_matched,cov_error,0.06208224643208397
1,full_fm_param_matched,cov_error,0.0705555225265268
2,full_fm_param_matched,cov_error,0.04412569415714507
3,full_fm_param_matched,cov_error,0.07246900875050992
4,full_fm_param_matched,cov_error,0.04895515404011766
0,full_fm_param_matched,mean_error,0.026870260141431995
1,full_fm_param_matched,mean_error,0.02195585205496444
2,full_fm_param_matched,mean_error,0.024427291619798015
3,full_fm_param_matched,mean_error,0.023365366990776453
4,full_fm_param_matched,mean_error,0.027028911706746452
0,vae_lfm_diagonal,sliced_w2,0.07426501100998754
1,vae_lfm_diagonal,sliced_w2,0.06679953393275556
2,vae_lfm_diagonal,sliced_w2,0.06780292680469012
3,vae_lfm_diagonal,sliced_w2,0.07425203643527077
4,vae_lfm_diagonal,sliced_w2,0.07062716777685402
0,vae_lfm_diagonal,mmd2,0.0018531568391473296
1,vae_lfm_diagonal,mmd2,0.0017560823142929176
2,vae_lfm_diagonal,mmd2,0.00030430513679058335
3,vae_lfm_diagonal,mmd2,0.0019314309158136025
4,vae_lfm_diagonal,mmd2,0.001670429176153342
0,vae_lfm_diagonal,energy,0.009805901515650195
1,vae_lfm_diagonal,energy,0.008997884337079042
2,vae_lfm_diagonal,energy,0.004236143505689683
3,vae_lfm_diagonal,energy,0.011141090546777254
4,vae_lfm_diagonal,energy,0.010255941371621443
0,vae_lfm_diagonal,cov_error,0.11850224156872621
1,vae_lfm_diagonal,cov_error,0.11975320633653874
2,vae_lfm_diagonal,cov_error,0.10438016607208452
3,vae_lfm_diagonal,cov_error,0.130014676327765
4,vae_lfm_diagonal,cov_error,0.12897945624986576
0,vae_lfm_diagonal,mean_error,0.020669191897631985
1,vae_lfm_diagonal,mean_error,0.017373691357418096
2,vae_lfm_diagonal,mean_error,0.017060614495940082
3,vae_lfm_diagonal,mean_error,0.020712300417859315
4,vae_lfm_diagonal,mean_error,0.019104099438961072
0,rae_lfm_block,sliced_w2,0.06647833150943282
1,rae_lfm_block,sliced_w2,0.06090043617958381
2,rae_lfm_block,sliced_w2,0.06159707787557522
3,rae_lfm_block,sliced_w2,0.06748675274583019
4,rae_lfm_block,sliced_w2,0.062292837528384056
0,rae_lfm_block,mmd2,0.0011617193275130775
1,rae_lfm_block,mmd2,0.0015198994077911818
2,rae_lfm_block,mmd2,0.0
3,rae_lfm_block,mmd2,0.0007707629820861148
4,rae_lfm_block,mmd2,0.0012388506673515208
0,rae_lfm_block,energy,0.005754003966256027
1,rae_lfm_block,energy,0.007354094939775236
2,rae_lfm_block,energy,0.0028228464802613216
3,rae_lfm_block,energy,0.00622755636907657
4,rae_lfm_block,energy,0.006586571384228357
0,rae_lfm_block,cov_error,0.09649783859357039
1,rae_lfm_block,cov_error,0.09454244930417414
2,rae_lfm_block,cov_error,0.08308908191890925
3,rae_lfm_block,cov_error,0.12494711769775581
4,rae_lfm_block,cov_error,0.0985998177229452
0,rae_lfm_block,mean_error,0.018931653343701564
1,rae_lfm_block,mean_error,0.01395792143846424
2,rae_lfm_block,mean_error,0.01699649731788454
3,rae_lfm_block,mean_error,0.016131236397849188
4,rae_lfm_block,mean_error,0.014296374874245206
